paper	invMass_leadCat03_subleadCat20	invMass_ECAL_ele	(0.0, 1.0)	(0.0, 0.96)	(65, -1)	(1.566, 2.0)	(0.96, 10.0)	(32, 39)
paper	invMass_leadCat03_subleadCat21	invMass_ECAL_ele	(0.0, 1.0)	(0.0, 0.96)	(65, -1)	(1.566, 2.0)	(0.96, 10.0)	(39, 50)
paper	invMass_leadCat03_subleadCat22	invMass_ECAL_ele	(0.0, 1.0)	(0.0, 0.96)	(65, -1)	(1.566, 2.0)	(0.96, 10.0)	(50, 65)
paper	invMass_leadCat03_subleadCat23	invMass_ECAL_ele	(0.0, 1.0)	(0.0, 0.96)	(65, -1)	(1.566, 2.0)	(0.96, 10.0)	(65, -1)
paper	invMass_leadCat03_subleadCat24	invMass_ECAL_ele	(0.0, 1.0)	(0.0, 0.96)	(65, -1)	(2.0, 2.5)	(0.0, 0.96)	(32, 39)
paper	invMass_leadCat03_subleadCat25	invMass_ECAL_ele	(0.0, 1.0)	(0.0, 0.96)	(65, -1)	(2.0, 2.5)	(0.0, 0.96)	(39, 50)
paper	invMass_leadCat03_subleadCat26	invMass_ECAL_ele	(0.0, 1.0)	(0.0, 0.96)	(65, -1)	(2.0, 2.5)	(0.0, 0.96)	(50, 65)
paper	invMass_leadCat03_subleadCat27	invMass_ECAL_ele	(0.0, 1.0)	(0.0, 0.96)	(65, -1)	(2.0, 2.5)	(0.0, 0.96)	(65, -1)
paper	invMass_leadCat03_subleadCat28	invMass_ECAL_ele	(0.0, 1.0)	(0.0, 0.96)	(65, -1)	(2.0, 2.5)	(0.96, 10.0)	(32, 39)
paper	invMass_leadCat03_subleadCat29	invMass_ECAL_ele	(0.0, 1.0)	(0.0, 0.96)	(65, -1)	(2.0, 2.5)	(0.96, 10.0)	(39, 50)
paper	invMass_leadCat03_subleadCat30	invMass_ECAL_ele	(0.0, 1.0)	(0.0, 0.96)	(65, -1)	(2.0, 2.5)	(0.96, 10.0)	(50, 65)
paper	invMass_leadCat03_subleadCat31	invMass_ECAL_ele	(0.0, 1.0)	(0.0, 0.96)	(65, -1)	(2.0, 2.5)	(0.96, 10.0)	(65, -1)
paper	invMass_leadCat04_subleadCat04	invMass_ECAL_ele	(0.0, 1.0)	(0.96, 10.0)	(32, 39)	(0.0, 1.0)	(0.96, 10.0)	(32, 39)
paper	invMass_leadCat04_subleadCat05	invMass_ECAL_ele	(0.0, 1.0)	(0.96, 10.0)	(32, 39)	(0.0, 1.0)	(0.96, 10.0)	(39, 50)
paper	invMass_leadCat04_subleadCat06	invMass_ECAL_ele	(0.0, 1.0)	(0.96, 10.0)	(32, 39)	(0.0, 1.0)	(0.96, 10.0)	(50, 65)
paper	invMass_leadCat04_subleadCat07	invMass_ECAL_ele	(0.0, 1.0)	(0.96, 10.0)	(32, 39)	(0.0, 1.0)	(0.96, 10.0)	(65, -1)
